0 0.08401254
1 0.043595016
2 0.027311608
3 0.019730344
4 0.016078014
5 0.014101058
6 0.012959373
7 0.012553742
8 0.011619391
9 0.01115402
10 0.011991013
11 0.0106281545
12 0.011069188
13 0.009855016
14 0.01021543
15 0.009137222
16 0.008539984
17 0.009127425
18 0.007953179
19 0.007945748
20 0.0076882145
21 0.007443305
22 0.007559927
23 0.0074003385
24 0.007079176
25 0.006387721
26 0.006720844
27 0.0060352487
28 0.005877828
29 0.006105918
30 0.005567383
31 0.0054294346
32 0.005287634
33 0.0053265267
34 0.0050330283
35 0.005066934
36 0.004788556
37 0.0046761176
38 0.0045675114
39 0.0046079294
40 0.0044988575
41 0.004257585
42 0.004375863
43 0.00419536
44 0.0041034715
45 0.004010967
46 0.0039238045
47 0.0039175805
48 0.0036423025
49 0.0035674179
